Date,Open,High,Low,Close*,Volume(MM),%Change,MACD,MACDsig,RS,RSI,Stochastic%K,Stochastic%D,Consecutive Move,Sum of % change during consecutive,Class
"Oct 10, 2013","1,660.88","1,692.56","1,660.88","1,692.56","3,362.30",2.18%,-0.83,2.73,0.80,44.37,70.94,28.04,2.00,2.24%,5
"Oct 11, 2013","1,691.09","1,703.44","1,688.52","1,703.20","2,944.67",0.63%,0.97,2.38,1.02,50.43,92.76,58.77,3.00,2.87%,4
"Oct 14, 2013","1,699.86","1,711.03","1,692.13","1,710.14","2,580.58",0.41%,2.92,2.48,1.17,54.00,98.62,87.44,4.00,3.28%,4
"Oct 15, 2013","1,709.17","1,711.57","1,695.93","1,698.06","3,327.74",-0.71%,3.44,2.68,1.07,51.59,79.25,90.21,1.00,-0.71%,2
"Oct 16, 2013","1,700.49","1,721.76","1,700.49","1,721.54","3,486.18",1.38%,5.69,3.28,1.28,56.21,99.71,92.53,1.00,1.38%,5
"Oct 17, 2013","1,720.17","1,733.45","1,714.12","1,733.15","3,453.59",0.67%,8.32,4.29,1.56,60.97,99.66,92.87,2.00,2.06%,4
"Oct 18, 2013","1,736.72","1,745.31","1,735.74","1,744.50","3,664.89",0.65%,11.18,5.67,1.99,66.58,99.18,99.51,3.00,2.71%,4
"Oct 21, 2013","1,745.20","1,747.79","1,740.67","1,744.66","3,052.71",0.01%,13.31,7.20,1.78,64.06,96.91,98.58,4.00,2.72%,3
"Oct 22, 2013","1,746.48","1,759.33","1,746.48","1,754.67","3,850.84",0.57%,15.63,8.88,1.98,66.39,95.87,97.32,5.00,3.29%,4
"Oct 23, 2013","1,752.27","1,752.27","1,740.50","1,746.38","3,713.38",-0.47%,16.60,10.43,2.22,68.96,88.53,93.77,1.00,-0.47%,2
"Oct 24, 2013","1,747.48","1,753.94","1,745.50","1,752.07","3,671.70",0.33%,17.63,11.87,2.11,67.86,93.57,92.65,1.00,0.33%,4
"Oct 25, 2013","1,756.01","1,759.82","1,752.45","1,759.77","3,175.72",0.44%,18.85,13.26,3.04,75.24,99.96,94.02,2.00,0.77%,4
"Oct 28, 2013","1,759.42","1,764.99","1,757.67","1,762.11","3,282.30",0.13%,19.78,14.57,6.24,86.18,97.57,97.03,3.00,0.90%,3
"Oct 29, 2013","1,762.93","1,772.09","1,762.93","1,771.95","3,358.46",0.56%,21.06,15.87,6.67,86.97,99.87,99.13,4.00,1.46%,4
"Oct 30, 2013","1,772.27","1,775.22","1,757.24","1,763.31","3,523.04",-0.49%,21.14,16.92,3.44,77.47,86.26,94.57,1.00,-0.49%,2
"Oct 31, 2013","1,763.24","1,768.53","1,755.72","1,756.54","3,826.53",-0.38%,20.42,17.62,2.49,71.35,77.52,87.89,2.00,-0.87%,2
"Nov 01, 2013","1,758.70","1,765.67","1,752.70","1,761.64","3,686.29",0.29%,20.03,18.10,2.44,70.92,82.87,82.22,1.00,0.29%,3
"Nov 04, 2013","1,763.40","1,768.78","1,761.56","1,767.93","3,194.87",0.36%,20.00,18.48,3.95,79.79,90.24,83.55,2.00,0.65%,4
"Nov 05, 2013","1,765.67","1,767.03","1,755.76","1,762.97","3,516.68",-0.28%,19.35,18.66,2.45,70.98,79.95,84.36,1.00,-0.28%,3
"Nov 06, 2013","1,765.00","1,773.74","1,764.40","1,770.49","3,322.10",0.43%,19.22,18.77,2.30,69.72,88.02,86.07,1.00,0.43%,4
"Nov 07, 2013","1,770.74","1,774.54","1,746.20","1,747.15","4,143.20",-1.32%,17.04,18.42,1.05,51.24,19.15,62.37,1.00,-1.32%,1
"Nov 08, 2013","1,748.37","1,770.78","1,747.63","1,770.61","3,837.17",1.34%,17.01,18.14,1.50,59.98,86.72,64.63,1.00,1.34%,5
"Nov 11, 2013","1,769.96","1,773.44","1,767.85","1,771.89","2,534.06",0.07%,16.89,17.89,1.33,57.10,90.41,65.43,2.00,1.42%,3
"Nov 12, 2013","1,769.51","1,771.78","1,762.29","1,767.69","3,221.03",-0.24%,16.27,17.57,1.44,59.10,74.66,83.93,1.00,-0.24%,3
"Nov 13, 2013","1,764.37","1,782.00","1,760.64","1,782.00","3,327.48",0.81%,16.74,17.40,1.62,61.90,100.00,88.36,1.00,0.81%,4
"Nov 14, 2013","1,782.75","1,791.53","1,780.22","1,790.62","3,139.06",0.48%,17.61,17.44,1.64,62.18,97.99,90.89,2.00,1.29%,4
"Nov 15, 2013","1,790.66","1,798.22","1,790.66","1,798.18","3,254.82",0.42%,18.69,17.69,1.75,63.67,99.92,99.31,3.00,1.72%,4
"Nov 18, 2013","1,798.82","1,802.33","1,788.00","1,791.53","3,168.52",-0.37%,18.79,17.91,1.36,57.61,80.76,92.89,1.00,-0.37%,2
"Nov 19, 2013","1,790.79","1,795.51","1,784.72","1,787.87","3,224.45",-0.20%,18.37,18.01,1.50,59.93,74.24,84.97,2.00,-0.57%,3
"Nov 20, 2013","1,789.59","1,795.73","1,777.23","1,781.37","3,109.14",-0.36%,17.31,17.87,1.50,60.06,62.66,72.55,3.00,-0.94%,2
"Nov 21, 2013","1,783.52","1,797.16","1,783.52","1,795.85","3,256.63",0.81%,17.43,17.78,1.69,62.88,88.46,75.12,1.00,0.81%,4
"Nov 22, 2013","1,797.21","1,804.84","1,794.70","1,804.76","3,055.14",0.50%,18.05,17.83,1.75,63.60,99.86,83.66,2.00,1.31%,4
"Nov 25, 2013","1,806.33","1,808.10","1,800.58","1,802.48","2,998.54",-0.13%,18.14,17.89,1.85,64.88,90.92,93.08,1.00,-0.13%,3
"Nov 26, 2013","1,802.87","1,808.42","1,800.77","1,802.75","3,427.12",0.01%,18.02,17.92,1.69,62.85,90.89,93.89,1.00,0.01%,3
"Nov 27, 2013","1,803.48","1,808.27","1,802.77","1,807.23","2,613.59",0.25%,18.09,17.95,3.58,78.16,98.04,93.28,2.00,0.26%,3
"Nov 29, 2013","1,808.69","1,813.55","1,803.98","1,805.81","1,598.30",-0.08%,17.82,17.93,2.42,70.80,85.37,91.43,1.00,-0.08%,3
"Dec 02, 2013","1,806.55","1,810.02","1,798.60","1,800.90","3,095.43",-0.27%,17.01,17.74,1.98,66.44,76.09,86.50,2.00,-0.35%,3
"Dec 03, 2013","1,800.10","1,800.10","1,787.85","1,795.15","3,475.68",-0.32%,15.73,17.34,1.88,65.29,65.22,75.56,3.00,-0.67%,2
"Dec 04, 2013","1,793.15","1,799.80","1,779.09","1,792.81","3,610.54",-0.13%,14.35,16.74,1.32,56.94,42.90,61.40,4.00,-0.80%,3
"Dec 05, 2013","1,792.82","1,792.82","1,783.38","1,785.03","3,336.88",-0.43%,12.49,15.89,0.86,46.37,21.48,43.20,5.00,-1.23%,2
"Dec 06, 2013","1,788.36","1,806.04","1,788.36","1,805.09","3,150.03",1.12%,12.50,15.21,1.17,53.86,76.71,47.03,1.00,1.12%,5
"Dec 09, 2013","1,806.21","1,811.52","1,806.21","1,808.37","3,129.50",0.18%,12.62,14.69,1.49,59.78,85.74,61.31,2.00,1.31%,3
"Dec 10, 2013","1,807.60","1,808.52","1,801.75","1,802.62","3,117.15",-0.32%,12.11,14.18,1.40,58.36,69.91,77.45,1.00,-0.32%,2
"Dec 11, 2013","1,802.76","1,802.97","1,780.09","1,782.22","3,472.24",-1.13%,9.94,13.33,1.02,50.42,9.08,54.91,2.00,-1.45%,1
"Dec 12, 2013","1,781.71","1,782.99","1,772.28","1,775.50","3,306.64",-0.38%,7.60,12.18,0.65,39.22,7.80,28.93,3.00,-1.83%,2
"Dec 13, 2013","1,777.98","1,780.92","1,772.45","1,775.32","3,061.07",-0.01%,5.66,10.88,0.49,32.81,7.37,8.08,4.00,-1.84%,3
"Dec 16, 2013","1,777.48","1,792.22","1,777.48","1,786.54","3,209.89",0.63%,4.97,9.70,0.71,41.57,34.55,16.57,1.00,0.63%,4
"Dec 17, 2013","1,786.47","1,786.77","1,777.05","1,781.00","3,270.03",-0.31%,3.94,8.55,0.64,39.11,21.13,21.02,1.00,-0.31%,2
"Dec 18, 2013","1,781.46","1,811.08","1,767.99","1,810.65","4,327.77",1.66%,5.44,7.93,1.06,51.37,93.63,49.77,1.00,1.66%,5
"Dec 19, 2013","1,809.00","1,810.88","1,801.35","1,809.60","3,497.21",-0.06%,6.48,7.64,1.06,51.52,95.59,70.12,1.00,-0.06%,3
"Dec 20, 2013","1,810.39","1,823.75","1,810.25","1,818.32","5,097.70",0.48%,7.91,7.69,1.31,56.78,90.26,93.16,1.00,0.48%,4
"Dec 23, 2013","1,822.92","1,829.75","1,822.92","1,827.99","2,851.54",0.53%,9.72,8.10,1.66,62.41,97.15,94.33,2.00,1.01%,4
"Dec 24, 2013","1,828.02","1,833.32","1,828.02","1,833.32","1,307.63",0.29%,11.44,8.77,1.85,64.96,100.00,95.80,3.00,1.31%,3
"Dec 26, 2013","1,834.96","1,842.84","1,834.96","1,842.02","1,982.27",0.47%,13.36,9.69,2.44,70.91,98.90,98.68,4.00,1.78%,4
"Dec 27, 2013","1,842.97","1,844.89","1,839.81","1,841.40","2,052.92",-0.03%,14.66,10.68,1.90,65.54,95.46,98.12,1.00,-0.03%,3
"Dec 30, 2013","1,841.47","1,842.47","1,838.77","1,841.07","2,293.86",-0.02%,15.49,11.64,1.81,64.36,95.03,96.47,2.00,-0.05%,3
"Dec 31, 2013","1,842.61","1,849.44","1,842.41","1,848.36","2,312.84",0.40%,16.54,12.62,2.31,69.81,98.67,96.39,1.00,0.40%,4
"Jan 02, 2014","1,845.86","1,845.86","1,827.74","1,831.98","3,080.60",-0.89%,15.87,13.27,2.61,72.33,78.56,90.76,1.00,-0.89%,2
"Jan 03, 2014","1,833.21","1,838.24","1,829.13","1,831.37","2,774.27",-0.03%,15.11,13.64,3.26,76.53,77.81,85.02,2.00,-0.92%,3
"Jan 06, 2014","1,832.31","1,837.16","1,823.73","1,826.77","3,294.85",-0.25%,13.98,13.71,2.77,73.45,72.17,76.18,3.00,-1.17%,3
"Jan 07, 2014","1,828.71","1,840.10","1,828.71","1,837.88","3,511.75",0.61%,13.82,13.73,2.76,73.42,85.81,78.60,1.00,0.61%,4
"Jan 08, 2014","1,837.90","1,840.02","1,831.40","1,837.49","3,652.14",-0.02%,13.51,13.69,3.36,77.04,85.33,81.10,1.00,-0.02%,3
"Jan 09, 2014","1,839.00","1,843.23","1,830.38","1,838.13","3,581.15",0.03%,13.16,13.58,2.15,68.21,76.48,82.54,1.00,0.03%,3
"Jan 10, 2014","1,840.06","1,843.15","1,832.43","1,842.37","3,335.71",0.23%,13.08,13.48,2.43,70.84,81.96,81.26,2.00,0.27%,3
"Jan 13, 2014","1,841.26","1,843.45","1,815.52","1,819.20","3,591.35",-1.26%,11.01,12.99,1.02,50.47,10.85,56.43,1.00,-1.26%,1
"Jan 14, 2014","1,821.36","1,839.26","1,821.36","1,838.88","3,353.27",1.08%,10.84,12.56,1.24,55.28,68.87,53.89,1.00,1.08%,5
"Jan 15, 2014","1,840.52","1,850.84","1,840.52","1,848.38","3,777.80",0.52%,11.34,12.31,1.33,57.02,93.04,57.58,2.00,1.60%,4
"Jan 16, 2014","1,847.99","1,847.99","1,840.30","1,845.89","3,491.31",-0.13%,11.40,12.13,1.08,51.91,85.99,82.63,1.00,-0.13%,3
"Jan 17, 2014","1,844.23","1,846.04","1,835.23","1,838.70","3,626.12",-0.39%,10.75,11.85,0.95,48.75,65.63,81.55,2.00,-0.52%,2
"Jan 21, 2014","1,841.05","1,849.31","1,832.38","1,843.80","3,782.47",0.28%,10.52,11.59,1.05,51.21,80.07,77.23,1.00,0.28%,3
"Jan 22, 2014","1,844.71","1,846.87","1,840.88","1,844.86","3,374.17",0.06%,10.31,11.33,0.94,48.35,83.07,76.26,2.00,0.33%,3
"Jan 23, 2014","1,842.29","1,842.29","1,820.06","1,828.46","3,972.25",-0.89%,8.71,10.81,0.94,48.34,36.64,66.59,1.00,-0.89%,2
"Jan 24, 2014","1,826.96","1,826.96","1,790.29","1,790.29","4,618.45",-2.09%,4.32,9.51,0.56,35.71,0.00,39.90,2.00,-2.98%,1
"Jan 27, 2014","1,791.03","1,795.98","1,772.88","1,781.56","4,045.20",-0.49%,0.13,7.64,0.53,34.71,11.13,15.92,3.00,-3.46%,2
"Jan 28, 2014","1,783.00","1,793.87","1,779.49","1,792.50","3,437.83",0.61%,-2.28,5.65,0.53,34.64,25.17,12.10,1.00,0.61%,4
"Jan 29, 2014","1,790.15","1,790.15","1,770.45","1,774.20","3,964.02",-1.02%,-5.60,3.40,0.45,30.89,4.66,13.66,1.00,-1.02%,1
"Jan 30, 2014","1,777.17","1,798.77","1,777.17","1,794.19","3,547.51",1.13%,-6.54,1.41,0.62,38.12,29.53,19.79,1.00,1.13%,5
"Jan 31, 2014","1,790.88","1,793.88","1,772.26","1,782.59","4,059.69",-0.65%,-8.13,-0.49,0.53,34.46,15.10,16.43,1.00,-0.65%,2
"Feb 03, 2014","1,782.68","1,784.83","1,739.66","1,741.89","4,726.04",-2.28%,-12.53,-2.90,0.46,31.58,2.01,15.55,2.00,-2.93%,1
"Feb 04, 2014","1,743.82","1,758.73","1,743.82","1,755.20","4,068.41",0.76%,-14.77,-5.28,0.42,29.44,13.98,10.36,1.00,0.76%,4
"Feb 05, 2014","1,753.38","1,755.79","1,737.92","1,751.64","3,984.29",-0.20%,-16.65,-7.55,0.34,25.51,12.32,9.43,1.00,-0.20%,3
