Date,Open,High,Low,Close*,Volume(MM),%Change,MACD,MACDsig,RS,RSI,Stochastic%K,Stochastic%D,Consecutive Move,Sum of % change during consecutive,Class
"Jun 02, 2010","1,073.01","1,098.56","1,072.03","1,098.38","5,026.36",2.58%,-24.01,-22.86,0.52,34.36,43.38,34.18,1.00,2.58%,5
"Jun 03, 2010","1,098.82","1,105.67","1,091.81","1,102.83","4,995.97",0.41%,-21.83,-22.66,0.61,37.84,53.30,39.74,2.00,2.99%,4
"Jun 04, 2010","1,098.43","1,098.43","1,060.50","1,064.88","6,180.58",-3.44%,-22.91,-22.71,0.55,35.30,22.34,39.67,1.00,-3.44%,1
"Jun 07, 2010","1,065.84","1,071.36","1,049.86","1,050.47","5,467.56",-1.35%,-24.63,-23.09,0.49,32.97,8.98,28.21,2.00,-4.79%,1
"Jun 08, 2010","1,050.81","1,063.15","1,042.17","1,062.00","6,192.75",1.10%,-24.79,-23.43,0.62,38.21,25.42,18.91,1.00,1.10%,5
"Jun 09, 2010","1,062.75","1,077.74","1,052.25","1,055.69","5,983.20",-0.59%,-25.13,-23.77,0.62,38.12,22.40,18.93,1.00,-0.59%,2
"Jun 10, 2010","1,058.77","1,087.85","1,058.77","1,086.84","5,144.78",2.95%,-22.63,-23.54,1.14,53.21,70.98,39.60,1.00,2.95%,5
"Jun 11, 2010","1,082.65","1,092.25","1,077.12","1,091.60","4,059.28",0.44%,-20.03,-22.84,1.04,50.86,78.32,57.23,2.00,3.39%,4
"Jun 14, 2010","1,095.00","1,105.91","1,089.03","1,089.63","4,425.83",-0.18%,-17.92,-21.85,1.16,53.73,75.00,74.77,1.00,-0.18%,3
"Jun 15, 2010","1,091.21","1,115.59","1,091.21","1,115.23","4,644.49",2.35%,-14.02,-20.29,1.42,58.61,99.51,84.28,1.00,2.35%,5
"Jun 16, 2010","1,114.02","1,118.74","1,107.13","1,114.61","5,002.60",-0.06%,-10.86,-18.40,1.50,59.98,94.61,89.71,1.00,-0.06%,3
"Jun 17, 2010","1,115.98","1,117.72","1,105.87","1,116.04","4,557.76",0.13%,-8.14,-16.35,1.14,53.24,96.47,96.86,1.00,0.13%,3
"Jun 18, 2010","1,116.16","1,121.01","1,113.93","1,117.51","4,555.36",0.13%,-5.80,-14.24,1.35,57.47,95.56,95.55,2.00,0.26%,3
"Jun 21, 2010","1,122.79","1,131.23","1,108.24","1,113.20","4,514.36",-0.39%,-4.25,-12.24,1.65,62.24,79.76,90.60,1.00,-0.39%,2
"Jun 22, 2010","1,113.90","1,118.50","1,094.18","1,095.31","4,514.38",-1.61%,-4.41,-10.68,0.96,49.06,59.67,78.33,2.00,-1.99%,1
"Jun 23, 2010","1,095.57","1,099.64","1,085.31","1,092.04","4,526.15",-0.30%,-4.75,-9.49,0.88,46.68,56.00,65.14,3.00,-2.29%,3
"Jun 24, 2010","1,090.93","1,090.93","1,071.60","1,073.69","4,814.83",-1.68%,-6.42,-8.88,1.13,53.08,35.39,50.35,4.00,-3.97%,1
"Jun 25, 2010","1,075.10","1,083.56","1,067.89","1,076.76","5,128.84",0.29%,-7.41,-8.58,1.50,59.98,38.84,43.41,1.00,0.29%,3
"Jun 28, 2010","1,077.50","1,082.60","1,071.45","1,074.57","3,896.41",-0.20%,-8.28,-8.52,1.23,55.14,28.26,34.16,1.00,-0.20%,3
"Jun 29, 2010","1,071.10","1,071.10","1,035.18","1,041.24","6,136.70",-3.10%,-11.53,-9.12,0.82,45.16,6.31,24.47,2.00,-3.31%,1
"Jun 30, 2010","1,040.56","1,048.08","1,028.33","1,030.71","5,067.08",-1.01%,-14.78,-10.25,0.39,28.21,2.31,12.29,3.00,-4.32%,1
"Jul 01, 2010","1,031.10","1,033.58","1,010.91","1,027.37","6,435.77",-0.32%,-17.42,-11.69,0.33,24.79,13.68,7.43,4.00,-4.64%,2
"Jul 02, 2010","1,027.65","1,032.95","1,015.93","1,022.58","3,968.50",-0.47%,-19.68,-13.28,0.32,24.25,9.70,8.56,5.00,-5.11%,2
"Jul 06, 2010","1,028.09","1,042.50","1,018.35","1,028.06","4,691.24",0.54%,-20.78,-14.78,0.12,10.40,14.25,12.54,1.00,0.54%,4
"Jul 07, 2010","1,028.54","1,060.89","1,028.54","1,060.27","4,931.22",3.13%,-18.84,-15.60,0.45,30.82,41.02,21.66,2.00,3.67%,5
"Jul 08, 2010","1,062.92","1,071.25","1,058.24","1,070.25","4,548.46",0.94%,-16.31,-15.74,0.53,34.76,49.32,34.87,3.00,4.61%,4
"Jul 09, 2010","1,070.50","1,078.16","1,068.10","1,077.96","3,506.57",0.72%,-13.53,-15.30,0.60,37.36,55.73,48.69,4.00,5.33%,4
"Jul 12, 2010","1,077.23","1,080.78","1,070.45","1,078.75","3,426.99",0.07%,-11.13,-14.46,0.63,38.74,63.05,56.03,5.00,5.40%,3
"Jul 13, 2010","1,080.65","1,099.46","1,080.65","1,095.34","4,640.46",1.54%,-7.80,-13.13,1.00,50.01,95.15,71.31,6.00,6.94%,5
"Jul 14, 2010","1,095.61","1,099.08","1,087.68","1,095.17","4,521.05",-0.02%,-5.12,-11.53,1.04,51.05,95.16,84.45,1.00,-0.02%,3
"Jul 15, 2010","1,094.46","1,098.66","1,080.53","1,096.48","4,552.47",0.12%,-2.85,-9.79,1.42,58.67,96.63,95.65,1.00,0.12%,3
"Jul 16, 2010","1,093.85","1,093.85","1,063.32","1,064.88","5,297.35",-2.88%,-3.57,-8.55,0.86,46.29,60.95,84.25,1.00,-2.88%,1
"Jul 19, 2010","1,066.85","1,074.70","1,061.11","1,071.25","4,089.50",0.60%,-3.58,-7.55,0.96,48.99,68.14,75.24,1.00,0.60%,4
"Jul 20, 2010","1,064.53","1,083.94","1,056.88","1,083.48","4,713.28",1.14%,-2.57,-6.56,1.84,64.76,81.95,70.35,2.00,1.74%,5
"Jul 21, 2010","1,086.67","1,088.96","1,065.25","1,069.59","4,747.18",-1.28%,-2.86,-5.82,1.72,63.27,66.27,72.12,1.00,-1.28%,1
"Jul 22, 2010","1,072.14","1,097.50","1,072.14","1,093.67","4,826.90",2.25%,-1.13,-4.88,2.31,69.83,93.07,80.43,1.00,2.25%,5
"Jul 23, 2010","1,092.17","1,103.73","1,087.88","1,102.66","4,524.57",0.82%,0.95,-3.71,2.75,73.36,98.75,86.03,2.00,3.07%,4
"Jul 26, 2010","1,102.89","1,115.01","1,101.30","1,115.01","4,009.65",1.12%,3.56,-2.26,2.90,74.39,100.00,97.27,3.00,4.19%,5
"Jul 27, 2010","1,117.36","1,120.95","1,109.78","1,113.84","4,725.69",-0.10%,5.47,-0.71,2.14,68.19,88.90,95.88,1.00,-0.10%,3
"Jul 28, 2010","1,112.84","1,114.66","1,103.11","1,106.13","4,002.39",-0.69%,6.29,0.69,1.66,62.38,76.87,88.59,2.00,-0.80%,2
"Jul 29, 2010","1,108.07","1,115.90","1,092.82","1,101.53","4,612.42",-0.42%,6.49,1.85,1.40,58.31,69.69,78.49,3.00,-1.21%,2
"Jul 30, 2010","1,098.44","1,106.44","1,088.01","1,101.60","4,006.45",0.01%,6.58,2.79,1.39,58.10,69.80,72.12,1.00,0.01%,3
"Aug 02, 2010","1,107.53","1,127.30","1,107.53","1,125.86","4,144.18",2.20%,8.51,3.94,1.52,60.26,97.96,79.15,2.00,2.21%,5
"Aug 03, 2010","1,125.34","1,125.44","1,116.76","1,120.46","4,071.82",-0.48%,9.49,5.05,1.39,58.21,90.29,86.01,1.00,-0.48%,2
"Aug 04, 2010","1,121.06","1,128.75","1,119.46","1,127.24","4,057.85",0.61%,10.70,6.18,1.48,59.64,97.90,95.38,1.00,0.61%,4
"Aug 05, 2010","1,125.78","1,126.56","1,118.81","1,125.81","3,685.56",-0.13%,11.41,7.22,2.78,73.56,95.91,94.70,1.00,-0.13%,3
"Aug 06, 2010","1,122.07","1,123.06","1,107.17","1,121.64","3,857.89",-0.37%,11.50,8.08,2.31,69.82,90.11,94.64,2.00,-0.50%,2
"Aug 09, 2010","1,122.80","1,129.24","1,120.91","1,127.79","3,979.36",0.55%,11.93,8.85,2.15,68.30,97.73,94.58,1.00,0.55%,4
"Aug 10, 2010","1,122.92","1,127.16","1,111.58","1,121.06","3,979.36",-0.60%,11.59,9.40,2.65,72.60,85.67,91.17,1.00,-0.60%,2
"Aug 11, 2010","1,116.89","1,116.89","1,088.55","1,089.47","4,511.86",-2.82%,8.68,9.25,0.93,48.27,3.84,62.42,2.00,-3.41%,1
"Aug 12, 2010","1,081.48","1,086.72","1,076.69","1,083.61","4,521.05",-0.54%,5.83,8.57,0.72,41.95,13.17,34.23,3.00,-3.95%,2
"Aug 13, 2010","1,082.22","1,086.25","1,079.00","1,079.25","3,328.89",-0.40%,3.18,7.49,0.51,33.79,4.87,7.29,4.00,-4.35%,2
"Aug 16, 2010","1,077.49","1,082.62","1,069.49","1,079.38","3,142.45",0.01%,1.08,6.21,0.52,34.23,16.55,11.53,1.00,0.01%,3
"Aug 17, 2010","1,081.16","1,100.14","1,081.16","1,092.54","3,968.21",1.22%,0.48,5.06,0.79,44.08,38.58,20.00,2.00,1.23%,5
"Aug 18, 2010","1,092.08","1,099.77","1,085.76","1,094.16","3,724.26",0.15%,0.12,4.08,0.88,46.70,41.29,32.14,3.00,1.38%,3
"Aug 19, 2010","1,092.44","1,092.44","1,070.66","1,075.63","4,290.54",-1.69%,-1.63,2.93,0.67,40.02,10.28,30.05,1.00,-1.69%,1
"Aug 20, 2010","1,075.63","1,075.63","1,063.91","1,071.69","3,761.57",-0.37%,-3.30,1.69,0.34,25.34,11.91,21.16,2.00,-2.06%,2
"Aug 23, 2010","1,073.36","1,081.58","1,067.08","1,067.36","3,210.95",-0.40%,-4.92,0.37,0.34,25.59,5.28,9.16,3.00,-2.46%,2
"Aug 24, 2010","1,063.20","1,063.20","1,046.68","1,051.87","4,436.33",-1.45%,-7.37,-1.18,0.22,17.92,6.29,7.83,4.00,-3.92%,1
"Aug 25, 2010","1,048.98","1,059.38","1,039.83","1,055.33","4,360.19",0.33%,-8.92,-2.73,0.26,20.52,17.34,9.63,1.00,0.33%,4
"Aug 26, 2010","1,056.28","1,061.45","1,045.40","1,047.22","3,646.71",-0.77%,-10.69,-4.32,0.25,19.86,8.27,10.63,1.00,-0.77%,2
"Aug 27, 2010","1,049.27","1,065.21","1,039.70","1,064.59","4,102.46",1.66%,-10.56,-5.57,0.36,26.54,28.46,18.02,1.00,1.66%,5
"Aug 30, 2010","1,062.90","1,064.40","1,048.79","1,048.92","2,917.99",-1.47%,-11.60,-6.78,0.33,24.89,11.94,16.22,1.00,-1.47%,1
"Aug 31, 2010","1,046.88","1,055.14","1,040.88","1,049.33","4,038.77",0.04%,-12.24,-7.87,0.47,32.15,15.93,18.78,1.00,0.04%,3
"Sep 01, 2010","1,049.72","1,081.30","1,049.72","1,080.29","4,396.88",2.95%,-10.13,-8.32,0.95,48.79,67.16,31.68,2.00,2.99%,5
"Sep 02, 2010","1,080.66","1,090.10","1,080.39","1,090.10","3,704.21",0.91%,-7.59,-8.17,1.16,53.79,83.39,55.49,3.00,3.90%,4
"Sep 03, 2010","1,093.61","1,105.10","1,093.61","1,104.51","3,534.50",1.32%,-4.36,-7.41,1.38,57.99,99.10,83.21,4.00,5.22%,5
"Sep 07, 2010","1,102.60","1,102.60","1,091.15","1,091.84","3,107.38",-1.15%,-2.79,-6.49,0.99,49.78,79.72,87.40,1.00,-1.15%,1
"Sep 08, 2010","1,092.36","1,103.26","1,092.36","1,098.87","3,224.64",0.64%,-0.96,-5.38,1.06,51.45,90.47,89.77,1.00,0.64%,4
"Sep 09, 2010","1,101.15","1,110.27","1,101.15","1,104.18","3,387.77",0.48%,0.90,-4.12,1.47,59.58,91.37,87.19,2.00,1.13%,4
"Sep 10, 2010","1,104.57","1,110.88","1,103.92","1,109.55","3,061.16",0.49%,2.78,-2.74,1.67,62.59,98.13,93.33,3.00,1.61%,4
"Sep 13, 2010","1,113.38","1,123.87","1,113.38","1,121.90","4,521.05",1.11%,5.20,-1.15,2.05,67.21,97.66,95.72,4.00,2.73%,5
"Sep 14, 2010","1,121.16","1,127.36","1,115.58","1,121.10","4,521.05",-0.07%,6.98,0.47,2.86,74.08,92.86,96.22,1.00,-0.07%,3
"Sep 15, 2010","1,119.43","1,126.46","1,114.63","1,125.07","3,369.84",0.35%,8.61,2.10,2.87,74.17,97.39,95.97,1.00,0.35%,4
"Sep 16, 2010","1,123.89","1,125.44","1,118.88","1,124.66","3,364.08",-0.04%,9.75,3.63,3.62,78.36,96.92,95.72,1.00,-0.04%,3
"Sep 17, 2010","1,126.39","1,131.47","1,122.43","1,125.59","4,086.14",0.08%,10.62,5.03,3.06,75.40,93.51,95.94,1.00,0.08%,3
"Sep 20, 2010","1,126.57","1,144.86","1,126.57","1,142.71","3,364.08",1.52%,12.53,6.53,7.76,88.58,97.93,96.12,2.00,1.60%,5
"Sep 21, 2010","1,142.82","1,148.59","1,136.22","1,139.78","4,175.66",-0.26%,13.66,7.96,6.38,86.45,91.09,94.18,1.00,-0.26%,3
"Sep 22, 2010","1,139.49","1,144.38","1,131.58","1,134.28","3,911.07",-0.48%,13.95,9.15,3.42,77.38,79.02,89.35,2.00,-0.74%,2
"Sep 23, 2010","1,131.10","1,136.77","1,122.79","1,124.83","3,847.85",-0.83%,13.26,9.98,2.09,67.67,58.64,76.25,3.00,-1.57%,2
"Sep 24, 2010","1,131.69","1,148.90","1,131.69","1,148.67","4,123.95",2.12%,14.48,10.88,2.39,70.51,99.60,79.08,1.00,2.12%,5
"Sep 27, 2010","1,148.64","1,149.92","1,142.00","1,142.16","3,587.86",-0.57%,14.74,11.65,2.97,74.78,86.52,81.59,1.00,-0.57%,2
"Sep 28, 2010","1,142.31","1,150.00","1,132.09","1,147.70","4,025.84",0.49%,15.22,12.36,2.91,74.41,95.29,93.80,1.00,0.49%,4
"Sep 29, 2010","1,146.75","1,148.63","1,140.26","1,144.73","3,990.28",-0.26%,15.19,12.93,2.42,70.75,88.56,90.12,1.00,-0.26%,3
"Sep 30, 2010","1,145.97","1,157.16","1,136.08","1,141.20","4,284.16",-0.31%,14.71,13.29,1.99,66.51,63.54,82.47,2.00,-0.57%,2
"Oct 01, 2010","1,143.49","1,150.30","1,139.42","1,146.24","4,298.91",0.44%,14.57,13.54,1.76,63.75,74.32,75.48,1.00,0.44%,4
"Oct 04, 2010","1,144.96","1,148.16","1,131.87","1,137.03","3,604.11",-0.80%,13.56,13.54,1.39,58.22,52.67,63.51,1.00,-0.80%,2
"Oct 05, 2010","1,140.68","1,162.76","1,140.68","1,160.75","4,068.84",2.09%,14.50,13.74,1.88,65.29,95.42,74.14,1.00,2.09%,5
"Oct 06, 2010","1,159.81","1,162.33","1,154.85","1,159.97","4,073.16",-0.07%,15.01,13.99,1.86,65.08,93.08,80.39,1.00,-0.07%,3
"Oct 07, 2010","1,161.57","1,163.87","1,151.41","1,158.06","3,910.55",-0.16%,15.09,14.21,1.76,63.75,85.86,91.45,2.00,-0.23%,3
"Oct 08, 2010","1,158.36","1,167.73","1,155.58","1,165.15","3,871.42",0.61%,15.55,14.48,1.52,60.39,94.26,91.07,1.00,0.61%,4
"Oct 11, 2010","1,165.32","1,168.68","1,162.02","1,165.32","2,505.90",0.01%,15.74,14.73,1.64,62.13,92.68,90.93,2.00,0.63%,3
"Oct 12, 2010","1,164.28","1,172.58","1,155.71","1,169.77","4,076.17",0.38%,16.07,15.00,2.03,67.03,94.36,93.76,3.00,1.01%,4
"Oct 13, 2010","1,171.32","1,184.38","1,171.32","1,178.10","4,969.41",0.71%,16.80,15.36,3.14,75.84,88.08,91.71,4.00,1.72%,4
"Oct 14, 2010","1,177.82","1,178.89","1,166.71","1,173.81","4,969.41",-0.36%,16.85,15.66,1.86,65.05,79.87,87.44,1.00,-0.36%,2
"Oct 15, 2010","1,177.47","1,181.20","1,167.12","1,176.19","5,724.91",0.20%,16.88,15.90,2.50,71.43,84.40,84.12,1.00,0.20%,3
"Oct 18, 2010","1,176.83","1,185.53","1,174.55","1,184.71","4,450.05",0.72%,17.39,16.20,2.63,72.46,98.47,87.58,2.00,0.93%,4
"Oct 19, 2010","1,178.64","1,178.64","1,159.71","1,165.90","5,600.12",-1.59%,16.10,16.18,1.55,60.78,63.42,82.10,1.00,-1.59%,1
"Oct 20, 2010","1,166.74","1,182.94","1,166.74","1,178.17","5,027.88",1.05%,15.88,16.12,2.06,67.28,86.28,82.72,1.00,1.05%,5
"Oct 21, 2010","1,179.82","1,189.43","1,171.17","1,180.26","4,625.47",0.18%,15.69,16.03,1.97,66.35,84.07,77.92,2.00,1.23%,3
"Oct 22, 2010","1,180.52","1,183.93","1,178.99","1,183.08","3,177.89",0.24%,15.59,15.94,2.79,73.58,86.97,85.78,3.00,1.47%,3
"Oct 25, 2010","1,184.74","1,196.14","1,184.74","1,185.62","4,221.38",0.21%,15.53,15.86,1.96,66.27,76.48,82.51,4.00,1.68%,3
"Oct 26, 2010","1,184.88","1,187.11","1,177.72","1,185.64","4,203.68",0.00%,15.32,15.75,2.03,66.96,76.53,79.99,5.00,1.69%,3
"Oct 27, 2010","1,183.84","1,183.84","1,171.70","1,182.45","4,335.67",-0.27%,14.72,15.55,1.93,65.84,66.25,73.08,1.00,-0.27%,3
"Oct 28, 2010","1,184.47","1,189.53","1,177.10","1,183.78","4,283.46",0.11%,14.19,15.27,1.71,63.08,69.43,70.73,1.00,0.11%,3
"Oct 29, 2010","1,183.87","1,185.46","1,179.70","1,183.26","3,537.88",-0.04%,13.57,14.93,1.67,62.53,68.14,67.94,1.00,-0.04%,3
"Nov 01, 2010","1,185.71","1,195.81","1,177.65","1,184.38","4,129.18",0.09%,13.02,14.55,1.54,60.71,67.72,68.43,1.00,0.09%,3
"Nov 02, 2010","1,187.86","1,195.88","1,187.86","1,193.57","3,866.20",0.78%,13.17,14.27,1.58,61.20,92.95,76.27,2.00,0.87%,4
"Nov 03, 2010","1,193.79","1,198.30","1,183.56","1,197.96","4,665.48",0.37%,13.49,14.12,2.07,67.45,99.12,86.59,3.00,1.24%,4
"Nov 04, 2010","1,198.34","1,221.25","1,198.34","1,221.06","5,695.47",1.93%,15.43,14.38,2.99,74.95,99.69,97.25,4.00,3.17%,5
"Nov 05, 2010","1,221.20","1,227.08","1,220.29","1,225.85","5,637.46",0.39%,17.16,14.93,2.83,73.87,98.17,98.99,5.00,3.56%,4
"Nov 08, 2010","1,223.24","1,224.57","1,217.55","1,223.25","3,937.23",-0.21%,18.10,15.57,10.09,90.98,93.65,97.17,1.00,-0.21%,3
"Nov 09, 2010","1,223.59","1,226.84","1,208.94","1,213.40","4,848.04",-0.81%,17.86,16.03,3.18,76.08,75.53,89.12,2.00,-1.02%,2
"Nov 10, 2010","1,213.14","1,218.75","1,204.33","1,218.71","4,561.30",0.44%,17.88,16.40,3.38,77.17,84.89,84.69,1.00,0.44%,4
"Nov 11, 2010","1,213.04","1,215.45","1,204.49","1,213.54","3,931.12",-0.42%,17.29,16.58,2.43,70.83,75.55,78.66,1.00,-0.42%,2
"Nov 12, 2010","1,209.07","1,210.50","1,194.08","1,199.21","4,213.62",-1.18%,15.48,16.36,1.38,58.00,49.67,70.04,2.00,-1.61%,1
"Nov 15, 2010","1,200.44","1,207.43","1,197.15","1,197.75","3,503.37",-0.12%,13.77,15.84,1.33,57.01,47.04,57.42,3.00,-1.73%,3
"Nov 16, 2010","1,194.79","1,194.79","1,173.00","1,178.34","5,116.38",-1.62%,10.73,14.82,0.92,48.00,9.87,35.53,4.00,-3.35%,1
"Nov 17, 2010","1,178.33","1,183.56","1,175.82","1,178.59","3,904.78",0.02%,8.24,13.50,0.90,47.44,10.34,22.42,1.00,0.02%,3
"Nov 18, 2010","1,183.75","1,200.29","1,183.75","1,196.69","4,687.26",1.54%,7.64,12.33,1.25,55.64,43.81,21.34,2.00,1.56%,5
"Nov 19, 2010","1,196.12","1,199.97","1,189.44","1,199.73","3,675.39",0.25%,7.33,11.33,1.29,56.34,49.43,34.52,3.00,1.81%,3
"Nov 22, 2010","1,198.07","1,198.94","1,184.58","1,197.84","3,689.50",-0.16%,6.85,10.43,1.08,51.88,45.93,46.39,1.00,-0.16%,3
"Nov 23, 2010","1,192.51","1,192.51","1,176.91","1,180.73","4,133.07",-1.43%,5.03,9.35,0.76,43.18,14.29,36.55,2.00,-1.59%,1
"Nov 24, 2010","1,183.70","1,198.62","1,183.70","1,198.35","3,384.25",1.49%,4.95,8.47,0.68,40.61,46.87,35.70,1.00,1.49%,5
"Nov 26, 2010","1,194.16","1,194.16","1,186.93","1,189.40","1,613.82",-0.75%,4.12,7.60,0.55,35.43,30.46,30.54,1.00,-0.75%,2
"Nov 29, 2010","1,189.08","1,190.34","1,173.64","1,187.76","3,673.45",-0.14%,3.29,6.74,0.56,35.70,27.41,34.92,2.00,-0.88%,3
"Nov 30, 2010","1,182.96","1,187.40","1,174.14","1,180.55","4,284.70",-0.61%,2.03,5.80,0.57,36.48,16.50,24.79,3.00,-1.49%,2
"Dec 01, 2010","1,186.60","1,207.61","1,186.60","1,206.07","4,548.11",2.16%,3.05,5.25,0.84,45.54,77.90,40.61,1.00,2.16%,5
"Dec 02, 2010","1,206.81","1,221.89","1,206.81","1,221.53","4,970.80",1.28%,5.05,5.21,1.11,52.63,99.26,64.56,2.00,3.44%,5
"Dec 03, 2010","1,219.93","1,225.57","1,216.82","1,224.71","3,735.78",0.26%,6.82,5.53,1.44,59.05,98.36,91.84,3.00,3.70%,3
"Dec 06, 2010","1,223.87","1,225.80","1,220.67","1,223.12","3,527.37",-0.13%,8.00,6.02,1.44,59.00,94.92,97.52,1.00,-0.13%,3
"Dec 07, 2010","1,227.25","1,235.05","1,223.25","1,223.75","6,970.63",0.05%,8.88,6.60,2.18,68.58,81.60,91.63,1.00,0.05%,3
"Dec 08, 2010","1,225.02","1,228.93","1,219.50","1,228.28","4,607.59",0.37%,9.83,7.24,2.29,69.64,88.98,88.50,2.00,0.42%,4
"Dec 09, 2010","1,230.14","1,234.71","1,226.85","1,233.00","4,522.51",0.38%,10.84,7.96,1.95,66.05,96.66,89.08,3.00,0.81%,4
"Dec 10, 2010","1,233.85","1,240.40","1,232.58","1,240.40","4,547.31",0.60%,12.10,8.79,2.06,67.31,100.00,95.21,4.00,1.41%,4
"Dec 13, 2010","1,242.52","1,246.73","1,240.34","1,240.46","4,361.24",0.00%,12.95,9.62,2.17,68.43,91.42,96.03,5.00,1.41%,3
"Dec 14, 2010","1,241.84","1,246.59","1,238.17","1,241.59","4,132.35",0.09%,13.56,10.41,4.14,80.54,92.97,94.80,6.00,1.50%,3
"Dec 15, 2010","1,241.58","1,244.25","1,234.01","1,235.23","4,407.34",-0.51%,13.37,11.00,2.43,70.86,84.27,89.55,1.00,-0.51%,2
"Dec 16, 2010","1,236.34","1,243.75","1,232.85","1,242.87","4,736.82",0.62%,13.69,11.54,4.18,80.71,94.72,90.65,1.00,0.62%,4
"Dec 17, 2010","1,243.63","1,245.81","1,239.87","1,243.91","4,632.47",0.08%,13.86,12.00,4.70,82.47,96.12,91.70,2.00,0.70%,3
"Dec 20, 2010","1,245.76","1,250.20","1,241.51","1,247.08","3,548.14",0.25%,14.09,12.42,9.37,90.36,95.09,95.31,3.00,0.96%,3
"Dec 21, 2010","1,249.43","1,255.82","1,249.43","1,254.60","3,479.67",0.60%,14.71,12.88,7.10,87.66,97.51,96.24,4.00,1.56%,4
"Dec 22, 2010","1,254.94","1,259.39","1,254.94","1,258.84","1,285.59",0.34%,15.37,13.38,5.69,85.06,98.71,97.10,5.00,1.90%,4
"Dec 23, 2010","1,257.53","1,258.59","1,254.05","1,256.77","2,515.02",-0.16%,15.54,13.81,4.20,80.77,93.43,96.55,1.00,-0.16%,3
"Dec 27, 2010","1,254.66","1,258.43","1,251.48","1,257.54","1,992.47",0.06%,15.56,14.16,5.08,83.56,95.36,95.83,1.00,0.06%,3
"Dec 28, 2010","1,259.10","1,259.90","1,256.22","1,258.51","2,478.45",0.08%,15.48,14.42,5.12,83.67,96.56,95.12,2.00,0.14%,3
"Dec 29, 2010","1,258.78","1,262.60","1,258.78","1,259.78","2,214.38",0.10%,15.33,14.60,4.74,82.57,92.11,94.68,3.00,0.24%,3
"Dec 30, 2010","1,259.44","1,261.09","1,256.32","1,257.88","1,970.72",-0.15%,14.90,14.66,3.41,77.32,84.28,90.98,1.00,-0.15%,3
"Dec 31, 2010","1,256.76","1,259.34","1,254.19","1,257.64","1,799.77",-0.02%,14.37,14.60,2.63,72.46,83.33,86.57,2.00,-0.17%,3
"Jan 03, 2011","1,257.62","1,276.17","1,257.62","1,271.87","4,286.67",1.13%,14.92,14.67,3.97,79.89,90.07,85.89,1.00,1.13%,5
"Jan 04, 2011","1,272.95","1,274.12","1,262.66","1,270.20","4,796.42",-0.13%,15.05,14.74,3.34,76.94,86.22,86.54,1.00,-0.13%,3
"Jan 05, 2011","1,268.78","1,277.63","1,265.36","1,276.56","4,764.92",0.50%,15.49,14.89,8.03,88.92,97.61,91.30,1.00,0.50%,4
"Jan 06, 2011","1,276.29","1,278.17","1,270.43","1,273.85","4,844.10",-0.21%,15.44,15.00,4.61,82.16,88.72,90.85,1.00,-0.21%,3
"Jan 07, 2011","1,274.41","1,276.83","1,261.70","1,271.50","4,963.11",-0.18%,15.04,15.01,3.52,77.89,81.81,89.38,2.00,-0.40%,3
"Jan 10, 2011","1,270.84","1,271.52","1,262.18","1,269.75","4,036.45",-0.14%,14.42,14.89,2.79,73.59,70.70,80.41,3.00,-0.53%,3
"Jan 11, 2011","1,272.58","1,277.25","1,269.62","1,274.48","4,050.75",0.37%,14.14,14.74,2.57,71.96,86.17,79.56,1.00,0.37%,4
"Jan 12, 2011","1,275.65","1,286.87","1,275.65","1,285.96","4,226.94",0.90%,14.68,14.73,3.14,75.83,97.43,84.77,2.00,1.27%,4
"Jan 13, 2011","1,285.78","1,286.70","1,280.47","1,283.76","4,310.84",-0.17%,14.76,14.73,3.11,75.64,91.21,91.61,1.00,-0.17%,3
"Jan 14, 2011","1,282.90","1,293.24","1,281.24","1,293.24","4,661.59",0.74%,15.41,14.87,3.78,79.10,100.00,96.21,1.00,0.74%,4
"Jan 18, 2011","1,293.22","1,296.06","1,290.16","1,295.02","5,284.99",0.14%,15.88,15.07,3.85,79.37,97.52,96.24,2.00,0.88%,3
"Jan 19, 2011","1,294.52","1,294.60","1,278.92","1,281.92","4,743.71",-1.01%,15.03,15.06,1.85,64.96,66.23,87.91,1.00,-1.01%,1
"Jan 20, 2011","1,280.85","1,283.35","1,271.26","1,280.26","4,935.32",-0.13%,14.05,14.86,1.87,65.17,62.26,75.34,2.00,-1.14%,3
"Jan 21, 2011","1,283.63","1,291.21","1,282.07","1,283.35","4,935.32",0.24%,13.38,14.56,2.01,66.78,66.94,65.14,1.00,0.24%,3
"Jan 24, 2011","1,283.29","1,291.93","1,282.47","1,290.84","3,902.47",0.58%,13.29,14.31,1.75,63.58,84.81,71.34,2.00,0.82%,4
"Jan 25, 2011","1,288.17","1,291.26","1,281.07","1,291.18","4,595.38",0.03%,13.10,14.07,1.88,65.31,85.80,79.18,3.00,0.85%,3
"Jan 26, 2011","1,291.97","1,299.74","1,291.97","1,296.63","4,730.98",0.42%,13.24,13.90,1.84,64.84,91.82,87.48,4.00,1.27%,4
"Jan 27, 2011","1,297.51","1,301.29","1,294.41","1,299.54","4,309.19",0.22%,13.43,13.81,2.22,68.94,95.58,91.07,5.00,1.50%,3
"Jan 28, 2011","1,299.63","1,302.67","1,275.10","1,276.34","5,618.63",-1.79%,11.57,13.36,1.12,52.73,34.97,74.13,1.00,-1.79%,1
